2221	Natural temperature measurements also confirm the general accuracy of the instrumental temperature record.
2222	A large number of ancient mass extinction events have been strongly linked to global climate change.
2223	Because current climate change is so rapid, the way species typically adapt (eg - migration) is, in most cases, simply not be possible.
2227	Every part of the Earth's climate system has continued warming since 1998, with 2015 shattering temperature records.
2229	but Antarctica is losing land ice at an accelerating rate, which has implications for sea level rise.
2230	[Ice] is expanding in much of Antarctica, contrary to the widespread public belief that global warming is melting the continental ice cap.
2236	The majority of peer reviewed research at the time predicted warming due to increasing CO2.
2238	"An article in Science magazine illustrated that a rise in carbon dioxide did not precede a rise in temperatures, but actually lagged behind temperature rises by 200 to 1000 years.
2241	When the Earth comes out of an ice age, the warming is not initiated by CO2 but by changes in the Earth's orbit.
2242	The warming causes the oceans to release CO2.
2243	The CO2 amplifies the warming and mixes through the atmosphere, spreading warming throughout the planet.
2244	So CO2 causes warming AND rising temperature causes CO2 rise.
2245	Overall, about 90% of the global warming occurs after the CO2 increase.
2246	"His [Dr Spencer's] latest research demonstrates that – in the short term, at any rate –  the temperature feedbacks that the IPCC imagines will greatly amplify  any initial warming caused by CO2 are net-negative, attenuating the  warming they are supposed to enhance.
2247	His best estimate is that the  warming in response to a doubling of CO2 concentration, which may happen  this century unless the usual suspects get away with shutting down the  economies of the West, will be a harmless 1 Fahrenheit degree, not the 6  F predicted by the IPCC."
2248	Climate sensitivity can be calculated empirically by comparing past temperature change to natural forcings at the time.
2250	Some global warming 'skeptics' argue that the Earth's climate sensitivity is so low that a doubling of atmospheric CO2 will result in a surface temperature change on the order of 1°C or less, and that therefore global warming is nothing to worry about.
2255	And  since the last ice age ended almost exactly 11,500 years ago…" (Ice Age Now)
2256	The warming effect from more CO2 greatly outstrips the influence from changes in the Earth's orbit or solar activity, even if solar levels were to drop to Maunder Minimum levels.
2257	'Our harmless emissions of trifling quantities of carbon dioxide cannot possibly acidify the oceans.
2260	The current debate on the connection between CO2 emissions and climate change has largely overlooked an independent and equally serious problem, the increasing acidity of our oceans.
2261	Last December, the respected  journal “Oceanography” published projections (see graphic below) for this rising acidity, measured by falling pH
2262	Since the hockey stick paper in 1998, there have been a number of proxy studies analysing a variety of different sources including corals, stalagmites, tree rings, boreholes and ice cores.
2263	They all confirm the original hockey stick conclusion: the 20th century is the warmest in the last 1000 years and that warming was most dramatic after 1920.
2266	A number of independent investigations from different countries, universities and government bodies have investigated the stolen emails and found no evidence of wrong doing.
2267	Focusing on a few suggestive emails, taken out of context, merely serves to distract from the wealth of empirical evidence for man-made global warming.
2268	“[T]he 1079 emails and 72 documents seem indeed evidence of a scandal  involving most of the most prominent scientists pushing the man-made  warming theory - a scandal that is one of the greatest in modern  science.
2272	It found the scientists' rigour and honesty are not in doubt, and their behaviour did not prejudice the IPCC's conclusions, though they did fail to display the proper degree of openness.
2275	[…] Constant 24-7  media coverage of every significant storm worldwide just makes it seem  that way.”
2276	It is unclear whether global warming is increasing hurricane frequency but there is increasing evidence that warming increases hurricane intensity.
2277	Al Gore's film was "broadly accurate" according to an expert witness called when an attempt was made through the courts to prevent the film being shown in schools.
